,Region,Country_Code,Country_or_area,City_Code,City,data_sources_UN,City_Definition,Latitude,Longitude,year,population
10115,Africa,566,Nigeria,22024,Zaria,"Censuses of 1953, 1963, 1991 and 2006; UN Estimate for 1983.",Urban Agglomeration,11.11128,7.7227,1995,625.094
10116,Africa,646,Rwanda,22404,Kigali,"Censuses of 1970, 1978, 1991, 2002 and 2012; Estimate for 1960; Sample Survey of 1996.",City Proper,-1.947364,30.057897,1995,319.946
10117,Africa,686,Senegal,22439,Dakar,"Censuses of 1951, 1955, 1976, 1988, 2002 and 2013; Estimate for 1969; Sample Survey of 1961.",Urban Agglomeration,14.6937,-17.44406,1995,1605.487
10118,Africa,686,Senegal,204181,Rufisque,"Censuses of 1951, 1988, 2002 and 2013; Sample Survey of 1961.",City Proper,14.717168,-17.273316,1995,159.949
10119,Africa,686,Senegal,22442,Thies,"Censuses of 1951, 1976, 1988, 2002 and 2013; Estimate for 1954; Sample Survey of 1961.",City Proper,14.8,-16.933333,1995,209.169
10120,Africa,694,Sierra Leone,22445,Freetown,"Censuses of 1963, 1974, 1985, 2004 and 2015.",City Proper,8.484,-13.22994,1995,607.92
10121,Africa,706,Somalia,204111,Berbera,"Estimates for 1972, 1984 and 2007.",Urban Agglomeration,10.43959,45.01432,1995,144.118
10122,Africa,706,Somalia,204112,Hargeysa,"Estimates for 1963, 1982 and 2007.",Urban Agglomeration,9.56,44.065,1995,287.052
10123,Africa,706,Somalia,204113,Kismaayo,"Estimates for 1963, 1972, 1982, 1984 and 2007.",City Proper,-0.366667,42.533333,1995,145.093
10124,Africa,706,Somalia,22476,Merca,"Estimates for 1953, 1963, 1982 and 2007.",Urban Agglomeration,1.71594,44.77166,1995,192.087
10125,Africa,706,Somalia,22477,Muqdisho (Mogadishu),"Census of 1975; Estimates for 1955, 1959, 1963, 1982, 1984 and 2001; Sample Survey of 2014; UN Estimates for 1991, 2007, 2007 and 2011.",Urban Agglomeration,2.041636,45.343492,1995,1146.617
10126,Africa,710,South Africa,22479,Bloemfontein,"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-29.12106,26.214,1995,317.098
10127,Africa,710,South Africa,22481,Cape Town,"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-33.92584,18.42322,1995,2446.815
10128,Africa,710,South Africa,22482,Durban (Ethekwini),"Censuses of 1951, 1960, 1970, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-29.8579,31.0292,1995,2141.398
10129,Africa,710,South Africa,22483,East London (Buffalo City),"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Metropolitan area,-33.01529,27.91162,1995,467.575
10130,Africa,710,South Africa,22484,Ekurhuleni,"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-26.25,28.33,1995,1849.074
10131,Africa,710,South Africa,22486,Johannesburg,"Censuses of 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-26.20227,28.04363,1995,2421.063
10132,Africa,710,South Africa,22497,Pietermaritzburg (The Msunduzi),"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-29.61678,30.39278,1995,360.128
10133,Africa,710,South Africa,22498,Polokwane,"Censuses of 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-23.90448,29.46885,1995,100.447
10134,Africa,710,South Africa,22499,Port Elizabeth (Nelson Mandela Bay),"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Metropolitan area,-33.91799,25.57007,1995,923.198
10135,Africa,710,South Africa,22501,Pretoria,"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-25.74486,28.18783,1995,951.003
10136,Africa,710,South Africa,22503,Rustenburg,"Censuses of 1951, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-25.66756,27.24208,1995,75.189
10137,Africa,710,South Africa,23941,Soshanguve,"Censuses of 1996, 2001 and 2011; UN Estimate for 1951.",Urban Agglomeration,-25.47288,28.09919,1995,472.378
10138,Africa,710,South Africa,22505,Vereeniging,"Censuses of 1951, 1960, 1970, 1985, 1996, 2001 and 2011.",Urban Agglomeration,-26.67313,27.92615,1995,578.886
10139,Africa,710,South Africa,22507,West Rand,"Censuses of 1951, 1960, 1970, 1985, 1991, 1996, 2001 and 2011.",Urban Agglomeration,-26.12,27.75,1995,572.036
10140,Africa,710,South Africa,22508,Witbank,"Censuses of 1951, 1970, 1985, 1991, 1996, 2001 and 2011.",City Proper,-25.87133,29.23323,1995,155.725
10141,Africa,728,South Sudan,22577,Juba,"Censuses of 1956, 1973, 1983, 1993 and 2008.",City Proper,4.85165,31.58247,1995,127.349
10142,Africa,729,Sudan,22573,Al Gadarif,"Censuses of 1956, 1973, 1983, 1993 and 2008.",City Proper,14.03493,35.38344,1995,201.064
10143,Africa,729,Sudan,22575,Al Obeid (Al Ubayyid),"Censuses of 1956, 1973, 1983, 1993 and 2008.",City Proper,13.18416667,30.21666667,1995,243.637
10144,Africa,729,Sudan,22579,Al-Khartum (Khartoum),"Censuses of 1956, 1973, 1983, 1993 and 2008.",Urban Agglomeration,15.55177,32.53241,1995,3088.076
10145,Africa,729,Sudan,22578,Kassala,"Censuses of 1956, 1973, 1983, 1993 and 2008.",City Proper,15.45099,36.39998,1995,243.09
10146,Africa,729,Sudan,22582,Nyala,"Censuses of 1956, 1973, 1983, 1993 and 2008.",City Proper,12.05,24.88333,1995,254.624
10147,Africa,729,Sudan,22583,Port Sudan (Bur Sudan),"Censuses of 1956, 1973, 1983, 1993 and 2008.",City Proper,19.619521,37.21238,1995,319.608
10148,Africa,729,Sudan,22585,Wad Medani,"Censuses of 1956, 1973, 1983, 1993 and 2008.",City Proper,14.40118,33.51989,1995,221.377
10149,Africa,768,Togo,22628,Lomé,"Censuses of 1970, 1981 and 2010; Estimates for 1988 and 2005; Sample Survey of 1961.",Urban Agglomeration,6.13748,1.21227,1995,795.842
10150,Africa,788,Tunisia,22644,Safaqis,"Censuses of 1956, 1966, 1975, 1984, 2004 and 2014.",Urban Agglomeration,34.748471,10.756162,1995,439.827
10151,Africa,788,Tunisia,22646,Tunis,"Censuses of 1956, 1966, 1984, 1994, 2004 and 2014.",Urban Agglomeration,36.81897,10.16579,1995,1700.091
10152,Africa,800,Uganda,22744,Kampala,"Censuses of 1959, 1969, 1980, 1991 and 2014.",Urban Agglomeration,0.31628,32.58219,1995,964.379
10153,Africa,834,United Republic of Tanzania,22893,Arusha,"Censuses of 1957, 1967, 1978, 1988, 2002 and 2012.",City Proper,-3.36667,36.68333,1995,183.1
10154,Africa,834,United Republic of Tanzania,22894,Dar es Salaam,"Censuses of 1952, 1957, 1967, 1978, 1988, 2002 and 2012.",Urban Agglomeration,-6.82349,39.26951,1995,1830.067
10155,Africa,834,United Republic of Tanzania,22897,Mbeya,"Censuses of 1957, 1967, 1978, 1988, 2002 and 2012.",City Proper,-8.9,33.45,1995,173.542
10156,Africa,834,United Republic of Tanzania,22898,Morogoro,"Censuses of 1957, 1967, 1978, 1988, 2002 and 2012.",City Proper,-6.81667,37.66667,1995,156.114
10157,Africa,834,United Republic of Tanzania,22899,Mwanza,"Censuses of 1957, 1967, 1978, 1988, 2002 and 2012.",City Proper,-2.51667,32.9,1995,255.998
10158,Africa,834,United Republic of Tanzania,23558,Songea,"Censuses of 1957, 1967, 1978, 1988, 2002 and 2012.",City Proper,-10.68333,35.65,1995,71.916
10159,Africa,834,United Republic of Tanzania,22903,Zanzibar,"Censuses of 1957, 1967, 1978, 1988, 2002 and 2012.",City Proper,-6.16394,39.19793,1995,223.442
10160,Africa,894,Zambia,23274,Kitwe,"Censuses of 1963, 1969, 1980, 1990, 2000 and 2010.",City Proper,-12.8166667,28.2,1995,350.185
10161,Africa,894,Zambia,23277,Lusaka,"Censuses of 1950, 1963, 1969, 1980, 1990, 2000 and 2010.",Urban Agglomeration,-15.413374,28.277148,1995,901.621
10162,Africa,894,Zambia,23279,Ndola,"Censuses of 1963, 1969, 1980, 1990, 2000 and 2010.",City Proper,-12.95867,28.63659,1995,353.337
10163,Africa,716,Zimbabwe,22510,Bulawayo,"Censuses of 1951, 1956, 1962, 1973, 1982, 1992, 2002 and 2012; Estimates for 1969 and 1972.",City Proper,-20.15,28.58333,1995,637.016
10164,Africa,716,Zimbabwe,22511,Chitungwiza,"Censuses of 1982, 1992, 2002 and 2012.",City Proper,-18.01274,31.07555,1995,287.986
10165,Africa,716,Zimbabwe,22513,Harare,"Censuses of 1951, 1956, 1969, 1982, 1992, 2002 and 2012; Estimates for 1972 and 1973.",City Proper,-17.82935,31.05389,1995,1255.156
10166,Africa,12,Algeria,20009,Annaba,"Censuses of 1954, 1966, 1977, 1987, 1998 and 2008.",Urban Agglomeration,36.9,7.76667,1996,326.801
10167,Africa,12,Algeria,20011,Batna,"Censuses of 1954, 1966, 1977, 1987, 1998 and 2011.",City Proper,35.55597,6.17414,1996,230.481
10168,Africa,12,Algeria,20015,Blida,"Censuses of 1954, 1966, 1977, 1987, 1998 and 2008.",Urban Agglomeration,36.480781,2.831943,1996,233.462
10169,Africa,12,Algeria,20006,El Djazaïr  (Algiers),"Censuses of 1954, 1960, 1966, 1977, 1987, 1998 and 2008.",Urban Agglomeration,36.7525,3.04197,1996,2010.271
10170,Africa,12,Algeria,20020,El Djelfa,"Censuses of 1977, 1987, 1998 and 2008.",Urban Agglomeration,34.67279,3.263,1996,141.922
10171,Africa,12,Algeria,20019,Qacentina,"Censuses of 1954, 1966, 1977, 1987, 1998 and 2008.",Urban Agglomeration,36.354921,6.607293,1996,472.689
10172,Africa,12,Algeria,20037,Sétif,"Censuses of 1954, 1966, 1977, 1987, 1998 and 2008.",City Proper,36.19112,5.41373,1996,203.849
10173,Africa,12,Algeria,20035,Wahran (Oran),"Censuses of 1954, 1966, 1977, 1987, 1998 and 2008.",Urban Agglomeration,35.69111,-0.64167,1996,715.155
10174,Africa,24,Angola,895000001,Benguela,"Censuses of 1960, 1970 and 2014; Estimates for 1950 and 1983; UN Estimate for 1993.",Urban Agglomeration,-12.576,13.405,1996,265.248
10175,Africa,24,Angola,204043,Cabinda,"Censuses of 1960, 1970 and 2014; UN Estimate for 1993.",Urban Agglomeration,-5.55,12.2,1996,206.607
10176,Africa,24,Angola,895000011,Cuito,Censuses of 1970 and 2014; Estimate for 1950.,City Proper,-12.383,16.933,1996,106.308
10177,Africa,24,Angola,20050,Huambo,"Censuses of 1960, 1970 and 2014; Estimates for 1950, 1983 and 1993.",Urban Agglomeration,-12.77611,15.73917,1996,423.534
10178,Africa,24,Angola,895000000,Lobito,"Censuses of 1960, 1970 and 2014; Estimates for 1950 and 1983.",Urban Agglomeration,-12.364,13.536,1996,216.351
10179,Africa,24,Angola,20049,Luanda,"Censuses of 1960, 1970, 1983 and 2014; Estimates for 1950, 1993 and 2018.",Urban Agglomeration,-8.83682,13.23432,1996,2200.426
10180,Africa,24,Angola,204044,Lubango,"Censuses of 1960, 1970 and 2014; Estimate for 1950; UN Estimate for 1993.",Urban Agglomeration,-14.91717,13.4925,1996,234.267
10181,Africa,24,Angola,895000004,Malanje,"Censuses of 1960, 1970 and 2014; Estimate for 1950.",Urban Agglomeration,-9.54,16.341,1996,152.269
10182,Africa,24,Angola,895000012,Uige,"Censuses of 1960, 1970 and 2014.",City Proper,-7.1069,15.4406,1996,83.126
10183,Africa,204,Benin,204024,Abomey-Calavi,"Censuses of 1979, 1992, 2002 and 2013.",Urban Agglomeration,6.44852,2.35566,1996,186.99
10184,Africa,204,Benin,20888,Cotonou,"Censuses of 1979, 1992, 2002 and 2013; Estimates for 1951, 1956 and 1965; Sample Survey of 1961.",City Proper,6.36536,2.41833,1996,589.843
10185,Africa,204,Benin,20889,Djougou,"Censuses of 1979, 1992, 2002 and 2013; Sample Survey of 1961.",Urban Agglomeration,9.70853,1.66598,1996,153.061
10186,Africa,204,Benin,20890,Parakou,"Censuses of 1979, 1992, 2002 and 2013; Sample Survey of 1961.",City Proper,9.33716,2.63031,1996,121.822
10187,Africa,854,Burkina Faso,23191,Bobo-Dioulasso,"Censuses of 1951, 1960, 1975, 1985, 1996 and 2006; Estimate for 2015.",City Proper,11.17715,-4.2979,1996,306.01
10188,Africa,854,Burkina Faso,23192,Ouagadougou,"Censuses of 1951, 1960, 1975, 1985, 1996 and 2006; Estimate for 2015; Sample Survey of 1968.",City Proper,12.36423,-1.53834,1996,696.309
10189,Africa,108,Burundi,20340,Bujumbura,"Censuses of 1979, 1990 and 2008; Estimates for 1970 and 2003; Register of 1950; Sample Survey of 1965.",City Proper,-3.3822,29.3644,1996,287.732
10190,Africa,120,Cameroon,20360,Bafoussam,"Censuses of 1976, 1987 and 2005; Estimates for 1965 and 1970.",City Proper,5.47366,10.41786,1996,163.832
10191,Africa,120,Cameroon,20361,Bamenda,"Censuses of 1976, 1987 and 2005; Estimates for 1965 and 1970.",City Proper,5.95266,10.15824,1996,171.833
10192,Africa,120,Cameroon,20362,Douala,"Censuses of 1955, 1976, 1987 and 2005; Sample Survey of 1964.",Urban Agglomeration,4.04827,9.70428,1996,1239.682
10193,Africa,120,Cameroon,20363,Garoua,"Censuses of 1976 and 1987; Estimates for 1965, 1970 and 2005.",City Proper,9.3,13.4,1996,182.677
10194,Africa,120,Cameroon,204222,Loum,Censuses of 1976 and 1987.,City Proper,4.7182,9.7351,1996,102.996
10195,Africa,120,Cameroon,204228,Mbouda,Censuses of 1976 and 1987; Estimates for 1965 and 1970.,City Proper,5.62578,10.25517,1996,74.663
10196,Africa,120,Cameroon,20365,Yaoundé,"Censuses of 1957, 1976, 1987 and 2005; Estimate for 1969; Sample Survey of 1962 and 1964.",Urban Agglomeration,3.86667,11.51667,1996,1082.924
10197,Africa,140,Central African Republic,20410,Bangui,"Censuses of 1955, 1964, 1975, 1988 and 2003; Estimate for 1966; Sample Survey of 1960.",Urban Agglomeration,4.36122,18.55496,1996,530.984
10198,Africa,148,Chad,20420,N'Djaména,"Censuses of 1962, 1993 and 2009; Estimates for 1972 and 1978; Sample Survey of 1964.",City Proper,12.10672,15.0444,1996,596.844
10199,Africa,178,Congo,20848,Brazzaville,"Censuses of 1955, 1961, 1974, 1984, 1996 and 2007; Estimate for 1950.",City Proper,-4.26583,15.28318,1996,858.95
10200,Africa,178,Congo,20849,Pointe-Noire,"Censuses of 1958, 1974, 1984, 1996 and 2007; Sample Survey of 1962.",City Proper,-4.77609,11.86352,1996,456.423
10201,Africa,384,Côte d'Ivoire,21602,Abidjan,"Censuses of 1950, 1955, 1975, 1988, 1998 and 2014; Sample Survey of 1963 and 1978.",City Proper,5.345339,-4.026789,1996,2631.588
10202,Africa,384,Côte d'Ivoire,21603,Bouake,"Censuses of 1958, 1975, 1988, 1998 and 2014; Estimate for 1965; Register of 1955; Sample Survey of 1961.",City Proper,7.69385,-5.03031,1996,437.237
10203,Africa,180,Democratic Republic of the Congo,20850,Bukavu,"Census of 1984; Estimates for 1950, 1956, 1970 and 2004.",City Proper,-2.50833,28.86083,1996,312.119
10204,Africa,180,Democratic Republic of the Congo,205455,Bunia,"Census of 1984; Estimates for 1959, 1970 and 2004.",City Proper,1.566666667,30.25,1996,134.226
10205,Africa,180,Democratic Republic of the Congo,205453,Goma,"Census of 1984; Estimates for 1959, 1970 and 2004.",City Proper,-1.679166667,29.22277778,1996,156.766
10206,Africa,180,Democratic Republic of the Congo,205460,Kabinda,Census of 1984; Estimate for 2004.,City Proper,-6.13791,24.48179,1996,65.981
10207,Africa,180,Democratic Republic of the Congo,20851,Kananga,Censuses of 1956 and 1984; Estimate for 2004.,City Proper,-5.89624,22.41659,1996,506.548
10208,Africa,180,Democratic Republic of the Congo,20852,Kikwit,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1970 and 2004.",City Proper,-5.04098,18.81619,1996,224.292
10209,Africa,180,Democratic Republic of the Congo,20853,Kinshasa,Census of 1984; Estimates for 1998 and 2004; Register of 1950 and 1958; Sample Survey of 1967.,Urban Agglomeration,-4.32758,15.31357,1996,5092.7
10210,Africa,180,Democratic Republic of the Congo,20854,Kisangani,"Census of 1984; Estimates for 1950, 1956, 1960, 1970 and 2004.",City Proper,0.51667,25.2,1996,502.622
10211,Africa,180,Democratic Republic of the Congo,23555,Kolwezi,"Census of 1984; Estimates for 1959, 1970 and 2004.",City Proper,-10.71484,25.46674,1996,439.868
10212,Africa,180,Democratic Republic of the Congo,20855,Likasi,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1966, 1970 and 2004.",City Proper,-10.98139,26.73333,1996,295.807
10213,Africa,180,Democratic Republic of the Congo,20856,Lubumbashi,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1970 and 2004.",City Proper,-11.66089,27.47938,1996,924.23
10214,Africa,180,Democratic Republic of the Congo,20857,Matadi,"Census of 1984; Estimates for 1950, 1955, 1960, 1970 and 2004.",City Proper,-5.8177,13.4717,1996,195.6
10215,Africa,180,Democratic Republic of the Congo,20858,Mbandaka,"Censuses of 1956 and 1984; Estimates for 1950, 1960, 1970 and 2004.",City Proper,0.04865,18.26034,1996,202.696
10216,Africa,180,Democratic Republic of the Congo,20859,Mbuji-Mayi,"Census of 1984; Estimates for 1960, 1970 and 2004.",City Proper,-6.15,23.6,1996,841.804
10217,Africa,180,Democratic Republic of the Congo,204243,Tshikapa,Censuses of 1970 and 1984; Estimate for 2004.,City Proper,-6.41621,20.79995,1996,231.342
10218,Africa,180,Democratic Republic of the Congo,205454,Uvira,Census of 1984; Estimates for 1970 and 2004.,City Proper,-3.39534,29.13779,1996,148.421
10219,Africa,262,Djibouti,21005,Djibouti,"Censuses of 1960, 1983 and 2009; Estimates for 1957 and 1970; Sample Survey of 1991.",Urban Agglomeration,11.58767,43.14468,1996,374.991
10220,Africa,818,Egypt,22814,Al-Fayyum,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,29.30995,30.8418,1996,258.781
10221,Africa,818,Egypt,22804,Al-Iskandariyah (Alexandria),"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,31.192471,29.904596,1996,3282.729
10222,Africa,818,Egypt,22815,Al-Ismailiyah,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.60427,32.27225,1996,253.347
10223,Africa,818,Egypt,22806,Al-Mahallah al-Kubra,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.9745,31.16499,1996,393.47
10224,Africa,818,Egypt,22819,Al-Mansurah,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,31.03637,31.38069,1996,367.233
10225,Africa,818,Egypt,22812,Al-Qahirah (Cairo),"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",Metropolitan area,30.039173,31.239411,1996,12425.922
10226,Africa,818,Egypt,22827,As-Suways,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,29.968133,32.547497,1996,413.608
10227,Africa,818,Egypt,22808,Aswan,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,24.09343,32.90704,1996,218.387
10228,Africa,818,Egypt,22807,Asyut,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,27.18096,31.18368,1996,340.639
10229,Africa,818,Egypt,22829,Az-Zaqazig,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.5875,31.50194444,1996,266.588
10230,Africa,818,Egypt,22823,Bur Sa'id,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,31.25654,32.28412,1996,469.374
10231,Africa,818,Egypt,22816,Kafr-ad-Dawwar,"Censuses of 1976, 1986 and 1996.",City Proper,31.13385,30.12843,1996,230.499
10232,Africa,818,Egypt,22828,Tanta,"Censuses of 1960, 1966, 1976, 1986, 1996 and 2006.",City Proper,30.787176,30.999539,1996,371.422
10233,Africa,226,Equatorial Guinea,20919,Bata,"Censuses of 1950, 1960, 1983, 1994, 2001 and 2015.",Urban Agglomeration,1.86391,9.76582,1996,65.975
10234,Africa,232,Eritrea,20931,Asmara,"Census of 1984; Estimates for 1950, 1967, 1990, 1997, 2002 and 2006.",City Proper,15.33333,38.93333,1996,377.278
10235,Africa,231,Ethiopia,20921,Addis Ababa,"Censuses of 1984, 1994 and 2007; Estimates for 1950, 1967 and 2017.",City Proper,9.02497,38.74689,1996,2188.93
10236,Africa,231,Ethiopia,20925,Dire Dawa,"Censuses of 1984, 1994 and 2007; Estimate for 2017.",City Proper,9.59306,41.86611,1996,172.838
10237,Africa,231,Ethiopia,20926,Gondar,"Censuses of 1984, 1994 and 2007; Estimates for 1999, 2001, 2002 and 2017.",City Proper,12.6,37.46667,1996,122.403
10238,Africa,231,Ethiopia,20929,Mekele,"Censuses of 1984, 1994 and 2007; Estimate for 2017; UN Estimate for 2015.",City Proper,13.49667,39.47528,1996,108.123
10239,Africa,231,Ethiopia,20930,Nazret,"Censuses of 1984, 1994 and 2007; Estimate for 2013.",City Proper,8.540869,39.271569,1996,137.682
10240,Africa,266,Gabon,21006,Libreville,"Censuses of 1958, 1961, 1969, 1993, 2003 and 2013; Estimates for 1967 and 1977; Register of 1951 and 1957; Sample Survey of 1964.",City Proper,0.3925,9.45365,1996,450.154
10241,Africa,270,Gambia,21012,Banjul,"Censuses of 1951, 1963, 1973, 1983, 1993, 2003 and 2013; Estimate for 1967.",Urban Agglomeration,13.453099,-16.679433,1996,295.958
10242,Africa,288,Ghana,21107,Accra,"Censuses of 1960, 1970, 1984, 2000 and 2010.",Metropolitan area,5.55602,-0.1969,1996,1463.797
10243,Africa,288,Ghana,21108,Kumasi,"Censuses of 1960, 1970, 1984, 2000 and 2010.",Metropolitan area,6.68848,-1.62443,1996,958.541
10244,Africa,288,Ghana,21109,Sekondi Takoradi,"Censuses of 1960, 1970, 1984, 2000 and 2010.",Metropolitan area,4.934,-1.7137,1996,268.958
10245,Africa,288,Ghana,21110,Tamale,"Censuses of 1960, 1970, 1984, 2000 and 2010.",City Proper,9.40078,-0.8393,1996,184.431
10246,Africa,324,Guinea,21126,Conakry,"Censuses of 1951, 1960, 1983, 1996 and 2014; Estimate for 1972.",City Proper,9.571642,-13.647602,1996,1076.306
10247,Africa,624,Guinea-Bissau,22171,Bissau,"Censuses of 1950, 1960, 1979, 1991 and 2009.",City Proper,11.86357,-15.59767,1996,236.352
10248,Africa,404,Kenya,21705,Eldoret,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,0.52036,35.26992,1996,147.234
10249,Africa,404,Kenya,21706,Kisumu,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-0.10221,34.76171,1996,193.867
10250,Africa,404,Kenya,21708,Mombasa,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-4.05466,39.66359,1996,592.904
10251,Africa,404,Kenya,21711,Nairobi,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-1.28333,36.81667,1996,1842.09
10252,Africa,404,Kenya,21712,Nakuru,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009.",City Proper,-0.28333,36.06667,1996,200.152
10253,Africa,404,Kenya,204553,Ruiru,"Censuses of 1962, 1969, 1979, 1989, 1999 and 2009; UN Estimate for 2010.",City Proper,-1.15148,36.951878,1996,54.156
10254,Africa,430,Liberia,21779,Monrovia,"Censuses of 1956, 1962, 1974, 1984 and 2008; Estimates for 1991, 1995, 1996, 1999 and 2004; UN Estimate for 2013.",Urban Agglomeration,6.30054,-10.7969,1996,836.241
10255,Africa,434,Libya,21780,Banghazi,"Censuses of 1954, 1964, 1973, 1984, 1995 and 2006.",City Proper,32.11667,20.06667,1996,509.269
10256,Africa,434,Libya,21781,Misratah,"Censuses of 1964, 1973 and 1984; Estimate for 2003; UN Estimate for 1954.",Urban Agglomeration,32.37535,15.09254,1996,235.899
10257,Africa,434,Libya,21782,Tarabulus (Tripoli),"Censuses of 1954, 1964, 1973, 1995 and 2006.",City Proper,32.87519,13.18746,1996,993.644
10258,Africa,450,Madagascar,21792,Antananarivo,"Censuses of 1975 and 1993; Estimates for 1952, 1955, 1959, 1971, 2001, 2005 and 2011; Sample Survey of 1966.",Urban Agglomeration,-18.91368,47.53613,1996,1205.593
10259,Africa,450,Madagascar,21793,Antsirabe,"Censuses of 1962, 1975 and 1993; Estimates for 1952, 2001, 2005, 2008 and 2011; Sample Survey of 1966.",City Proper,-19.8664,47.03347,1996,137.749
10260,Africa,450,Madagascar,21796,Toamasina,"Censuses of 1971 and 1975; Estimates for 1952, 1966, 1993, 2001, 2005, 2008 and 2011; Sample Survey of 1960.",City Proper,-18.16667,49.38333,1996,151.744
10261,Africa,454,Malawi,21798,Blantyre-Limbe,"Censuses of 1966, 1977, 1987, 1998 and 2008; Estimate for 1956.",City Proper,-15.78499,35.00854,1996,463.052
10262,Africa,454,Malawi,21799,Lilongwe,"Censuses of 1966, 1977, 1987, 1998 and 2008; Estimate for 1956.",City Proper,-13.96692,33.78725,1996,385.269
10263,Africa,466,Mali,21818,Bamako,"Censuses of 1951, 1965, 1976, 1987, 1998 and 2009; Estimates for 1960, 1968 and 2015.",City Proper,12.65,-8,1996,946.774
10264,Africa,466,Mali,23401,Sikasso,"Censuses of 1976, 1987, 1998 and 2009; Sample Survey of 1960.",City Proper,11.3135,-5.6697,1996,122.195
10265,Africa,478,Mauritania,21821,Nouakchott,"Censuses of 1961, 1964, 1977, 1988, 2000 and 2013; Estimate for 1957.",City Proper,18.08581,-15.9785,1996,494.717
10266,Africa,504,Morocco,21888,Agadir,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014.",Urban Agglomeration,30.424847,-9.593695,1996,549.858
10267,Africa,504,Morocco,21891,Dar-el-Beida (Casablanca),"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",Urban Agglomeration,33.59278,-7.61916,1996,2996.85
10268,Africa,504,Morocco,21893,Fès,"Censuses of 1971, 1982, 1994, 2004 and 2014; Estimates for 1952 and 1960.",Urban Agglomeration,34.03715,-4.9998,1996,801.146
10269,Africa,504,Morocco,21894,Kénitra,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014.",City Proper,34.26101,-6.5802,1996,303.795
10270,Africa,504,Morocco,21896,Marrakech,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,31.63148,-8.00828,1996,693.835
10271,Africa,504,Morocco,21897,Meknès,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,33.89352,-5.54727,1996,406.607
10272,Africa,504,Morocco,21898,Oujda,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,34.68052,-1.90764,1996,360.345
10273,Africa,504,Morocco,21899,Rabat,"Censuses of 1952, 1960, 1971, 1982, 1994, 2004 and 2014.",Urban Agglomeration,34.01325,-6.83255,1996,1403.995
10274,Africa,504,Morocco,21900,Safi,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,32.29939,-9.23718,1996,266.249
10275,Africa,504,Morocco,21903,Tanger,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",Urban Agglomeration,35.784722,-5.812778,1996,524.982
10276,Africa,504,Morocco,21905,Tétouan,"Censuses of 1960, 1971, 1982, 1994, 2004 and 2014; Estimate for 1952.",City Proper,35.57109,-5.37242,1996,284.927
10277,Africa,508,Mozambique,21906,Beira,"Censuses of 1950, 1960, 1970, 1980, 1997, 2007 and 2017.",City Proper,-19.84361,34.83889,1996,395.75
